dataset,sample,id,version,label,tier,classification,final_verdict,final_is_malicious,final_is_flagged,decided_by,score,static_verdict,static_score,dynamic_verdict,dynamic_score,total_events,http_requests,child_process_calls,outbound_messages,eval_calls,fs_reads,net_socket_calls,data_stolen,stolen_categories,hosts,purpose,timers_fired,virtual_days,timed_out,error,top_reasons,target,duration_ms
datadog-benign,ms-vscode-remote.remote-containers,ms-vscode-remote.remote-containers,0.467.0,0,benign,DataDog benign,MALICIOUS,1,1,static,195,MALICIOUS,195,BENIGN,0,2,0,0,0,0,2,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 AST: reverse shell — a socket data handler executes received input as a process ; static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+25 programmatically installs a VSIX (marketplace bypass),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\ms-vscode-remote.remote-containers\0.467.0.vsix,33056
datadog-benign,ms-vscode.remote-explorer,ms-vscode.remote-explorer,0.6.2026031809,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\ms-vscode.remote-explorer\0.6.2026031809.vsix,29982
datadog-benign,ms-vscode.cpptools,ms-vscode.cpptools,1.33.6,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\ms-vscode.cpptools\1.33.6.vsix,47189
datadog-benign,ms-vscode.powershell,ms-vscode.PowerShell,2026.1.2,0,benign,DataDog benign,MALICIOUS,1,1,static,95,MALICIOUS,95,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+45 downloads an executable/script binary from a non-distribution host,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\ms-vscode.PowerShell\2026.1.2.vsix,53336
datadog-benign,ms-vscode.makefile-tools,ms-vscode.makefile-tools,0.13.37,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,7,0,0,0,0,2,0,0,,,No malicious behaviour observed (dynamic),28,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\ms-vscode.makefile-tools\0.13.37.vsix,56154
datadog-benign,msjsdiag.debugger-for-chrome,msjsdiag.debugger-for-chrome,4.13.0,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,4,0,0,0,0,4,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\msjsdiag.debugger-for-chrome\4.13.0.vsix,52811
datadog-benign,ms-vsliveshare.vsliveshare,MS-vsliveshare.vsliveshare,1.1.122,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\MS-vsliveshare.vsliveshare\1.1.122.vsix,56307
datadog-benign,njpwerner.autodocstring,njpwerner.autodocstring,0.6.1,0,benign,DataDog benign,MALICIOUS,1,1,static,62,MALICIOUS,62,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\njpwerner.autodocstring\0.6.1.vsix,52594
datadog-benign,octref.vetur,octref.vetur,0.37.3,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\octref.vetur\0.37.3.vsix,92162
datadog-benign,openai.chatgpt,openai.chatgpt,26.5803.61601,0,benign,DataDog benign,BENIGN,0,0,both,24,BENIGN,24,BENIGN,18,1,0,0,0,1,0,0,0,,,Obfuscated payload (staged execution),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\openai.chatgpt\26.5803.61601.vsix,60399
datadog-benign,redhat.java,redhat.java,1.56.2026080608,0,benign,DataDog benign,MALICIOUS,1,1,static,57,MALICIOUS,57,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\redhat.java\1.56.2026080608.vsix,50592
datadog-benign,redhat.vscode-xml,redhat.vscode-xml,0.29.2026081308,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\redhat.vscode-xml\0.29.2026081308.vsix,47767
datadog-benign,redhat.vscode-yaml,redhat.vscode-yaml,1.25.2026080708,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 programmatically installs a VSIX (marketplace bypass) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\redhat.vscode-yaml\1.25.2026080708.vsix,46596
datadog-benign,oderwat.indent-rainbow,oderwat.indent-rainbow,8.3.1,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),2,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\oderwat.indent-rainbow\8.3.1.vsix,78178
datadog-benign,PKief.material-icon-theme,PKief.material-icon-theme,5.37.0,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\PKief.material-icon-theme\5.37.0.vsix,60954
datadog-benign,techer.open-in-browser,techer.open-in-browser,2.0.0,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\techer.open-in-browser\2.0.0.vsix,11301
datadog-benign,twxs.cmake,twxs.cmake,0.0.17,0,benign,DataDog benign,SUSPICIOUS,0,1,dynamic,35,BENIGN,12,SUSPICIOUS,35,84,0,84,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\twxs.cmake\0.0.17.vsix,8447
datadog-benign,vadimcn.vscode-lldb,vadimcn.vscode-lldb,1.12.2,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vadimcn.vscode-lldb\1.12.2.vsix,6331
datadog-benign,shd101wyy.markdown-preview-enhanced,shd101wyy.markdown-preview-enhanced,0.8.30,0,benign,DataDog benign,BENIGN,0,0,both,24,BENIGN,24,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\shd101wyy.markdown-preview-enhanced\0.8.30.vsix,20593
datadog-benign,tomoki1207.pdf,tomoki1207.pdf,1.2.2,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\tomoki1207.pdf\1.2.2.vsix,15224
datadog-benign,streetsidesoftware.code-spell-checker,streetsidesoftware.code-spell-checker,4.6.0,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\streetsidesoftware.code-spell-checker\4.6.0.vsix,23681
datadog-benign,ritwickdey.LiveServer,ritwickdey.LiveServer,5.7.10,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\ritwickdey.LiveServer\5.7.10.vsix,70763
datadog-benign,VisualStudioExptTeam.vscodeintellicode,VisualStudioExptTeam.vscodeintellicode,1.3.2,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,4,0,0,0,0,4,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\VisualStudioExptTeam.vscodeintellicode\1.3.2.vsix,12772
datadog-benign,TabNine.tabnine-vscode,TabNine.tabnine-vscode,3.335.0,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 programmatically installs a VSIX (marketplace bypass) ; static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\TabNine.tabnine-vscode\3.335.0.vsix,26506
datadog-benign,vscjava.vscode-java-dependency,vscjava.vscode-java-dependency,0.27.2026062300,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 programmatically installs a VSIX (marketplace bypass) ; static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscjava.vscode-java-dependency\0.27.2026062300.vsix,14205
datadog-benign,vscjava.vscode-gradle,vscjava.vscode-gradle,3.18.0,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscjava.vscode-gradle\3.18.0.vsix,16768
datadog-benign,wholroyd.jinja,wholroyd.jinja,0.0.8,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\wholroyd.jinja\0.0.8.vsix,2227
datadog-benign,vscjava.vscode-java-test,vscjava.vscode-java-test,0.46.2026072702,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscjava.vscode-java-test\0.46.2026072702.vsix,7884
datadog-benign,vscjava.vscode-java-pack,vscjava.vscode-java-pack,0.31.2026060907,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 programmatically installs a VSIX (marketplace bypass) ; static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscjava.vscode-java-pack\0.31.2026060907.vsix,17238
datadog-benign,VisualStudioExptTeam.intellicode-api-usage-examples,VisualStudioExptTeam.intellicode-api-usage-examples,0.2.9,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,2,0,0,0,0,2,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\VisualStudioExptTeam.intellicode-api-usage-examples\0.2.9.vsix,26237
datadog-benign,vscjava.vscode-java-debug,vscjava.vscode-java-debug,0.59.2026072407,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 programmatically installs a VSIX (marketplace bypass) ; static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscjava.vscode-java-debug\0.59.2026072407.vsix,23578
datadog-benign,vscode-icons-team.vscode-icons,vscode-icons-team.vscode-icons,12.19.0,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscode-icons-team.vscode-icons\12.19.0.vsix,30598
datadog-benign,xabikos.JavaScriptSnippets,xabikos.JavaScriptSnippets,1.8.0,0,benign,DataDog benign,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\xabikos.JavaScriptSnippets\1.8.0.vsix,24161
datadog-benign,vscjava.vscode-maven,vscjava.vscode-maven,0.45.2026052803,0,benign,DataDog benign,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+25 harvests a stable host fingerprint (machineId / MAC address) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\vscjava.vscode-maven\0.45.2026052803.vsix,33941
datadog-benign,WakaTime.vscode-wakatime,WakaTime.vscode-wakatime,30.2.1,0,benign,DataDog benign,MALICIOUS,1,1,static,62,MALICIOUS,62,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\WakaTime.vscode-wakatime\30.2.1.vsix,29271
datadog-benign,zhuangtongfa.material-theme,zhuangtongfa.Material-theme,3.20.1,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\zhuangtongfa.Material-theme\3.20.1.vsix,21494
datadog-benign,xdebug.php-debug,xdebug.php-debug,1.40.1,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\xdebug.php-debug\1.40.1.vsix,28447
datadog-benign,yzhang.markdown-all-in-one,yzhang.markdown-all-in-one,3.6.3,0,benign,DataDog benign,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,3,0,0,0,0,2,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\yzhang.markdown-all-in-one\3.6.3.vsix,24638
datadog-benign,Zignd.html-css-class-completion,Zignd.html-css-class-completion,1.20.0,0,benign,DataDog benign,MALICIOUS,1,1,static,62,MALICIOUS,62,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Benign\Zignd.html-css-class-completion\1.20.0.vsix,30026
