dataset,sample,id,version,label,tier,classification,final_verdict,final_is_malicious,final_is_flagged,decided_by,score,static_verdict,static_score,dynamic_verdict,dynamic_score,total_events,http_requests,child_process_calls,outbound_messages,eval_calls,fs_reads,net_socket_calls,data_stolen,stolen_categories,hosts,purpose,timers_fired,virtual_days,timed_out,error,top_reasons,target,duration_ms
datadog-malicious,juanbIanco.soli989,juanbIanco.soli989,0.0.189,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,135,BENIGN,0,MALICIOUS,135,7,1,0,1,0,0,0,0,,function.undefined21.com,Infostealer / Reconnaissance,0,0,0,,dynamic:+30 collects host/user reconnaissance and transmits it ; dynamic:+45 exfiltrates a host fingerprint (machineId / MAC / hostname+username) ; dynamic:+35 auto-generated throwaway C2 domain ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\juanbIanco.soli989\0.0.189.vsix,49503
datadog-malicious,juanblan281.solid281,juanblan281.solid281,0.0.189,1,code,DataDog malicious,SUSPICIOUS,0,1,static,70,SUSPICIOUS,70,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,0,,static:+35 auto-generated throwaway C2 domain ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\juanblan281.solid281\0.0.189.vsix,53015
datadog-malicious,krabt.krabt-extension-pack,krabt.krabt-extension-pack,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\krabt.krabt-extension-pack\1.0.1.vsix,5432
datadog-malicious,kraftwer1.darcula-extra,kraftwer1.darcula-extra,0.6.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\kraftwer1.darcula-extra\0.6.0.vsix,1278
datadog-malicious,JuanFBlanco.awswhh,JuanFBlanco.awswhh,0.0.7,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,90,MALICIOUS,90,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\JuanFBlanco.awswhh\0.0.7.vsix,53661
datadog-malicious,labfile.labfile,labfile.labfile,0.0.5,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\labfile.labfile\0.0.5.vsix,16125
datadog-malicious,local-web-server,Local-Web-Server,1.0.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\ecm3401\Local-Web-Server,17714
datadog-malicious,josephdembele95.email-grabber,JosephDembele95.email-grabber,1.0.6,1,code,DataDog malicious,BENIGN,0,0,both,24,BENIGN,24,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,1,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\JosephDembele95.email-grabber\1.0.6.vsix,128641
datadog-malicious,ecm3401.malicious-api-extension,malicious-api-extension-0.0.1,0.0.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,2,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\ecm3401\Malicious-API-Extension\malicious-api-extension-0.0.1.vsix,55963
datadog-malicious,James-Yu.latex-workshop,James-Yu_latex-workshop_8.16.1,8.16.1,1,code,DataDog malicious,MALICIOUS,1,1,static,62,MALICIOUS,62,SUSPICIOUS,35,3,0,1,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\kirill89\latex-workshop\James-Yu_latex-workshop_8.16.1.vsix,193060
datadog-malicious,JuanFranBlanco.solidit-vscode,JuanFranBlanco.solidit-vscode,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,185,MALICIOUS,185,MALICIOUS,90,12,0,12,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\JuanFranBlanco.solidit-vscode\0.0.1.vsix,134350
datadog-malicious,krabt.krabt-proto,krabt.krabt-proto,0.5.7,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\krabt.krabt-proto\0.5.7.vsix,88905
datadog-malicious,luater.luatide,luater.luatide,2.2.13,1,code,DataDog malicious,SUSPICIOUS,0,1,static,64,SUSPICIOUS,64,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+40 hard-coded raw public IP endpoint ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\luater.luatide\2.2.13.vsix,97704
datadog-malicious,JuanRiseETH.solidit,JuanRiseETH.solidit,1.0.2,1,code,DataDog malicious,MALICIOUS,1,1,both,317,MALICIOUS,317,MALICIOUS,125,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+45 anonymous file-drop host (payload staging),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\JuanRiseETH.solidit\1.0.2.vsix,144896
datadog-malicious,ms-vscode.malext,nf3xn,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,static,55,MALICIOUS,55,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\nf3xn,45662
datadog-malicious,OktayAydoan.smarty-formatter,OktayAydoan.smarty-formatter,2.1.2,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\OktayAydoan.smarty-formatter\2.1.2.vsix,37133
datadog-malicious,NotToTest.NotToTest,NotToTest.NotToTest,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,115,MALICIOUS,67,MALICIOUS,115,30,0,15,0,0,0,15,0,,,Backdoor / Reverse shell,0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+60 reverse shell: raw TCP socket bound to a shell process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\NotToTest.NotToTest\0.0.1.vsix,47127
datadog-malicious,OPENEDAI.OPENEDAI,OPENEDAI.OPENEDAI,0.4.51,1,code,DataDog malicious,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,18,1,0,0,0,1,0,0,0,,,Obfuscated payload (staged execution),0,0,0,,static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\OPENEDAI.OPENEDAI\0.4.51.vsix,36525
datadog-malicious,OzzyDev777.csharp-editor-pro,OzzyDev777.csharp-editor-pro,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,170,MALICIOUS,112,MALICIOUS,170,8,2,1,2,0,0,0,0,,91.92.242.133,Loader / Downloader (stager),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\OzzyDev777.csharp-editor-pro\2.0.0.vsix,11957
datadog-malicious,OzzyDev777.dark-ai-professional,OzzyDev777.dark-ai-professional,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,170,MALICIOUS,112,MALICIOUS,170,8,2,1,2,0,0,0,0,,91.92.242.133,Loader / Downloader (stager),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\OzzyDev777.dark-ai-professional\2.0.0.vsix,16243
datadog-malicious,nrwl.angular-console,nrwl.angular-console,18.95.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\teampcp\nrwl.angular-console-18.95.0.vsix,57401
datadog-malicious,msjsdreact.react-native-vsce,msjsdreact.react-native-vsce,1.13.1,1,code,DataDog malicious,MALICIOUS,1,1,static,50,MALICIOUS,50,BENIGN,18,3,0,0,0,1,2,0,0,,,Obfuscated payload (staged execution),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\msjsdreact.react-native-vsce\1.13.1.vsix,131682
datadog-malicious,ovixcodes.basedpyright-vscode,ovixcodes.basedpyright-vscode,1.34.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\ovixcodes.basedpyright-vscode\1.34.0.vsix,55607
datadog-malicious,OzzyDev777.gitlens-turbo-pro,OzzyDev777.gitlens-turbo-pro,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,112,MALICIOUS,112,MALICIOUS,65,7,2,0,2,0,0,0,0,,91.92.242.133,C2 beacon / Command-and-control client,0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\OzzyDev777.gitlens-turbo-pro\2.0.0.vsix,40888
datadog-malicious,OzzyDev777.peacock-professional-edition,OzzyDev777.peacock-professional-edition,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,170,MALICIOUS,112,MALICIOUS,170,8,2,1,2,0,0,0,0,,91.92.242.133,Loader / Downloader (stager),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\OzzyDev777.peacock-professional-edition\2.0.0.vsix,41004
datadog-malicious,priskinski.Theme-AllHallowsEve-remake,priskinski.theme-allhallowseve-remake,1.0.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,1,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\malwarebazaar\priskinski.theme-allhallowseve-remake-1.0.0.vsix,33801
datadog-malicious,Puglight.inspiredaily,Puglight.inspiredaily,0.0.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Puglight.inspiredaily\0.0.1.vsix,12551
datadog-malicious,Puglight.discoverito,Puglight.discoverito,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,75,MALICIOUS,45,MALICIOUS,75,9,0,4,0,0,0,0,0,,,Dropper,0,0,0,,static:+45 host reconnaissance battery (identity + system/network enumeration commands) ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+40 executed a host reconnaissance battery (account/privilege enumeration + system probing),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Puglight.discoverito\0.0.1.vsix,29422
datadog-malicious,peakchen90.open-html-in-browser,peakchen90_open-html-in-browser_2.1.3,2.1.3,1,code,DataDog malicious,SUSPICIOUS,0,1,dynamic,35,BENIGN,0,SUSPICIOUS,35,13,0,13,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,dynamic:+35 spawns an OS process / shell via child_process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\kirill89\open-html-in-browser\peakchen90_open-html-in-browser_2.1.3.vsix,44746
datadog-malicious,priyanshumallick.clipboard-history-manager,PriyanshuMallick.clipboard-history-manager,0.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\PriyanshuMallick.clipboard-history-manager\0.1.0.vsix,30952
datadog-malicious,QuantumCodeLabs.ai-code-explainer,QuantumCodeLabs.ai-code-explainer,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.ai-code-explainer\1.0.0.vsix,4816
datadog-malicious,QuantumCodeLabs.ai-doc-generator,QuantumCodeLabs.ai-doc-generator,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,135,MALICIOUS,135,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.ai-doc-generator\1.0.0.vsix,4625
datadog-malicious,QuantumCodeLabs.qoodo-ai-assistant,QuantumCodeLabs.qoodo-ai-assistant,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,135,MALICIOUS,135,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.qoodo-ai-assistant\1.0.0.vsix,3959
datadog-malicious,QuantumCodeLabs.darky-ai,QuantumCodeLabs.darky-ai,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.darky-ai\1.0.0.vsix,4284
datadog-malicious,QuantumCodeLabs.dracula-pro-theme,QuantumCodeLabs.dracula-pro-theme,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,135,MALICIOUS,135,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.dracula-pro-theme\1.0.0.vsix,45085
datadog-malicious,QuantumCodeLabs.ayu-theme,QuantumCodeLabs.ayu-theme,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.ayu-theme\1.0.0.vsix,67847
datadog-malicious,QuantumCodeLabs.ai-test-generator,QuantumCodeLabs.ai-test-generator,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\QuantumCodeLabs.ai-test-generator\1.0.0.vsix,69369
datadog-malicious,rafaelrenanpacheco.darcula-theme,rafaelrenanpacheco.darcula-theme,1.18.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\rafaelrenanpacheco.darcula-theme\1.18.1.vsix,64778
datadog-malicious,Puglight.persistorito,Puglight.persistorito,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,75,SUSPICIOUS,47,MALICIOUS,75,4,0,1,0,0,0,0,0,,,Dropper,0,0,0,,static:+35 Windows autostart persistence (Run key / scheduled task / Startup folder) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+40 establishes persistence (autostart registry key / scheduled task / startup folder / cron),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Puglight.persistorito\0.0.1.vsix,87318
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.glm-copilot\1.0.12.vsix,10273
datadog-malicious,RabobankAI.rabobank-code-assistant,RabobankAI.rabobank-code-assistant,0.5.0,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,65,BENIGN,12,MALICIOUS,65,10,1,1,1,0,1,0,0,,agent.rabobank-ai.com,Dropper,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+30 collects host/user reconnaissance and transmits it,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\RabobankAI.rabobank-code-assistant\0.5.0.vsix,76844
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.glm-copilot\1.0.1.vsix,15826
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.glm-copilot\1.0.7.vsix,8063
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.glm-copilot\1.0.4.vsix,16397
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.glm-copilot\1.1.0.vsix,8372
datadog-malicious,sanchuan.kimi-coding-copilot,sanchuan.kimi-coding-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-coding-copilot\1.0.12.vsix,8017
datadog-malicious,sanchuan.kimi-coding-copilot,sanchuan.kimi-coding-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-coding-copilot\1.1.0.vsix,8118
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-copilot\1.0.12.vsix,8282
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-copilot\1.0.7.vsix,7841
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-copilot\1.1.0.vsix,4986
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.mimo-copilot\1.0.12.vsix,5354
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-copilot\1.0.4.vsix,15301
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.kimi-copilot\1.0.1.vsix,16651
datadog-malicious,msjsdreact.react-native-vscode,react-native-vscode.1.13.1,1.13.1,1,code,DataDog malicious,MALICIOUS,1,1,static,50,MALICIOUS,50,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\malwarebazaar\react-native-vscode.1.13.1.vsix,105947
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.mimo-copilot\1.1.0.vsix,9306
