dataset,sample,id,version,label,tier,classification,final_verdict,final_is_malicious,final_is_flagged,decided_by,score,static_verdict,static_score,dynamic_verdict,dynamic_score,total_events,http_requests,child_process_calls,outbound_messages,eval_calls,fs_reads,net_socket_calls,data_stolen,stolen_categories,hosts,purpose,timers_fired,virtual_days,timed_out,error,top_reasons,target
datadog-malicious,JuanRiseETH.solidit,JuanRiseETH.solidit,1.0.2,1,code,DataDog malicious,MALICIOUS,1,1,both,317,MALICIOUS,317,MALICIOUS,150,4,0,3,0,0,0,1,0,,,Loader / Downloader (stager),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+45 anonymous file-drop host (payload staging),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\JuanRiseETH.solidit\1.0.2.vsix
datadog-malicious,embeddteam.embedded-build-analyzer,embeddteam.embedded-build-analyzer,1.1.3,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\embeddteam.embedded-build-analyzer\1.1.3.vsix
datadog-malicious,luater.luatide,luater.luatide,2.2.13,1,code,DataDog malicious,SUSPICIOUS,0,1,static,64,SUSPICIOUS,64,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+40 hard-coded raw public IP endpoint ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\luater.luatide\2.2.13.vsix
datadog-malicious,NotToTest.NotToTest,NotToTest.NotToTest,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,115,MALICIOUS,67,MALICIOUS,115,30,0,15,0,0,0,15,0,,,Backdoor / Reverse shell,0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+60 reverse shell: raw TCP socket bound to a shell process,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\NotToTest.NotToTest\0.0.1.vsix
datadog-malicious,OktayAydoan.smarty-formatter,OktayAydoan.smarty-formatter,2.1.2,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\OktayAydoan.smarty-formatter\2.1.2.vsix
datadog-malicious,msjsdreact.react-native-vsce,msjsdreact.react-native-vsce,1.13.1,1,code,DataDog malicious,MALICIOUS,1,1,static,50,MALICIOUS,50,BENIGN,18,17,0,0,0,1,7,0,0,,,Obfuscated payload (staged execution),0,0,0,,static:+50 tunnelled C2 endpoint (ngrok / cloudflare / tcp tunnel) ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\msjsdreact.react-native-vsce\1.13.1.vsix
datadog-malicious,Lavender-Studio.theme-lavender-dreams,lavender-studio.theme-lavender-dreams,1.0.3,1,code,DataDog malicious,MALICIOUS,1,1,both,135,MALICIOUS,57,MALICIOUS,135,4000,1999,0,39999,1,0,0,0,,api.mainnet-beta.solana.com,Infostealer / Reconnaissance,40000,4.65,0,,static:+45 runtime-decrypts an embedded payload with a hard-coded key (packed second stage) ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; dynamic:+35 runtime-decrypts a payload (AES) then contacts the network ; dynamic:+30 collects host/user reconnaissance and transmits it,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Sample\Sample\lavender-studio.theme-lavender-dreams-1.0.3.vsix
datadog-malicious,OPENEDAI.OPENEDAI,OPENEDAI.OPENEDAI,0.4.51,1,code,DataDog malicious,SUSPICIOUS,0,1,static,35,SUSPICIOUS,35,BENIGN,18,1,0,0,0,1,0,0,0,,,Obfuscated payload (staged execution),0,0,0,,static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+18 evaluates dynamically-built code (eval / new Function),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\OPENEDAI.OPENEDAI\0.4.51.vsix
datadog-malicious,ovixcodes.basedpyright-vscode,ovixcodes.basedpyright-vscode,1.34.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\ovixcodes.basedpyright-vscode\1.34.0.vsix
datadog-malicious,OzzyDev777.dark-ai-professional,OzzyDev777.dark-ai-professional,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,170,MALICIOUS,112,MALICIOUS,170,8,2,1,2,0,0,0,0,,91.92.242.133,Loader / Downloader (stager),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\OzzyDev777.dark-ai-professional\2.0.0.vsix
datadog-malicious,OzzyDev777.csharp-editor-pro,OzzyDev777.csharp-editor-pro,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,170,MALICIOUS,112,MALICIOUS,170,13,2,6,2,0,0,0,0,,91.92.242.133,Loader / Downloader (stager),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\OzzyDev777.csharp-editor-pro\2.0.0.vsix
datadog-malicious,OzzyDev777.gitlens-turbo-pro,OzzyDev777.gitlens-turbo-pro,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,112,MALICIOUS,112,MALICIOUS,65,7,2,0,2,0,0,0,0,,91.92.242.133,C2 beacon / Command-and-control client,0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\OzzyDev777.gitlens-turbo-pro\2.0.0.vsix
datadog-malicious,priyanshumallick.clipboard-history-manager,PriyanshuMallick.clipboard-history-manager,0.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\PriyanshuMallick.clipboard-history-manager\0.1.0.vsix
datadog-malicious,Puglight.inspiredaily,Puglight.inspiredaily,0.0.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Puglight.inspiredaily\0.0.1.vsix
datadog-malicious,OzzyDev777.peacock-professional-edition,OzzyDev777.peacock-professional-edition,2.0.0,1,code,DataDog malicious,MALICIOUS,1,1,both,170,MALICIOUS,112,MALICIOUS,170,8,2,1,2,0,0,0,0,,91.92.242.133,Loader / Downloader (stager),0,0,0,,static:+45 downloads an executable/script binary from a non-distribution host ; static:+40 hard-coded raw public IP endpoint ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\OzzyDev777.peacock-professional-edition\2.0.0.vsix
datadog-malicious,josephdembele95.email-grabber,JosephDembele95.email-grabber,1.0.6,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,60,BENIGN,24,MALICIOUS,60,4000,0,2,0,0,0,0,0,,,No malicious behaviour observed (dynamic),40000,14.13,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+25 detonated a forked second-stage script,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\JosephDembele95.email-grabber\1.0.6.vsix
datadog-malicious,Puglight.discoverito,Puglight.discoverito,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,75,MALICIOUS,45,MALICIOUS,75,9,0,4,0,0,0,0,0,,,Dropper,0,0,0,,static:+45 host reconnaissance battery (8 enumeration commands incl. 5 account/privilege probe(s)) ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+40 executed a host reconnaissance battery (account/privilege enumeration + system probing),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Puglight.discoverito\0.0.1.vsix
datadog-malicious,QuantumCodeLabs.ai-doc-generator,QuantumCodeLabs.ai-doc-generator,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,135,MALICIOUS,135,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.ai-doc-generator\1.0.0.vsix
datadog-malicious,QuantumCodeLabs.ai-code-explainer,QuantumCodeLabs.ai-code-explainer,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.ai-code-explainer\1.0.0.vsix
datadog-malicious,QuantumCodeLabs.ai-test-generator,QuantumCodeLabs.ai-test-generator,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.ai-test-generator\1.0.0.vsix
datadog-malicious,QuantumCodeLabs.ayu-theme,QuantumCodeLabs.ayu-theme,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.ayu-theme\1.0.0.vsix
datadog-malicious,QuantumCodeLabs.darky-ai,QuantumCodeLabs.darky-ai,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.darky-ai\1.0.0.vsix
datadog-malicious,QuantumCodeLabs.qoodo-ai-assistant,QuantumCodeLabs.qoodo-ai-assistant,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,135,MALICIOUS,135,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.qoodo-ai-assistant\1.0.0.vsix
datadog-malicious,QuantumCodeLabs.dracula-pro-theme,QuantumCodeLabs.dracula-pro-theme,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,135,MALICIOUS,135,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+15 executes a child process with windowsHide:true (concealed execution),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\QuantumCodeLabs.dracula-pro-theme\1.0.0.vsix
datadog-malicious,Puglight.persistorito,Puglight.persistorito,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,75,SUSPICIOUS,47,MALICIOUS,75,4,0,1,0,0,0,0,0,,,Dropper,0,0,0,,static:+35 Windows autostart persistence (Run key / scheduled task / Startup folder) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+40 establishes persistence (autostart registry key / scheduled task / startup folder / cron),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Puglight.persistorito\0.0.1.vsix
datadog-malicious,rafaelrenanpacheco.darcula-theme,rafaelrenanpacheco.darcula-theme,1.18.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\rafaelrenanpacheco.darcula-theme\1.18.1.vsix
datadog-malicious,RabobankAI.rabobank-code-assistant,RabobankAI.rabobank-code-assistant,0.5.0,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,65,BENIGN,12,MALICIOUS,65,10,1,1,1,0,1,0,0,,agent.rabobank-ai.com,Dropper,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+30 collects host/user reconnaissance and transmits it,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\RabobankAI.rabobank-code-assistant\0.5.0.vsix
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.glm-copilot\1.0.12.vsix
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.glm-copilot\1.0.1.vsix
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.glm-copilot\1.0.7.vsix
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.glm-copilot\1.0.4.vsix
datadog-malicious,sanchuan.glm-copilot,sanchuan.glm-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.glm-copilot\1.1.0.vsix
datadog-malicious,sanchuan.kimi-coding-copilot,sanchuan.kimi-coding-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-coding-copilot\1.0.12.vsix
datadog-malicious,sanchuan.kimi-coding-copilot,sanchuan.kimi-coding-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-coding-copilot\1.1.0.vsix
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-copilot\1.0.12.vsix
datadog-malicious,Puglight.sysmotivate,Puglight.sysmotivate,0.0.3,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,65,BENIGN,12,MALICIOUS,65,4000,802,799,40001,0,0,0,0,,raw.githubusercontent.com,Dropper,40000,13.89,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+35 spawns an OS process / shell via child_process ; dynamic:+30 collects host/user reconnaissance and transmits it,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Puglight.sysmotivate\0.0.3.vsix
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-copilot\1.0.1.vsix
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-copilot\1.0.7.vsix
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-copilot\1.0.4.vsix
datadog-malicious,sanchuan.kimi-copilot,sanchuan.kimi-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.kimi-copilot\1.1.0.vsix
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.mimo-copilot\1.0.12.vsix
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.mimo-copilot\1.0.7.vsix
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.mimo-copilot\1.0.1.vsix
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.mimo-copilot\1.0.4.vsix
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.mimo-copilot\1.1.0.vsix
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.minimax-copilot\1.0.12.vsix
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.minimax-copilot\1.0.1.vsix
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.minimax-copilot\1.1.0.vsix
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.minimax-copilot\1.0.7.vsix
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\sanchuan.minimax-copilot\1.0.4.vsix
datadog-malicious,ShowSnowcrypto.SnowShoNo,ShowSnowcrypto.SnowShoNo,0.6.0,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,90,MALICIOUS,90,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\ShowSnowcrypto.SnowShoNo\0.6.0.vsix
datadog-malicious,seHunt-20241016.seHunt-20241016,seHunt-20241016.seHunt-20241016,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,115,MALICIOUS,67,MALICIOUS,115,30,0,15,0,0,0,15,0,,,Backdoor / Reverse shell,0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+60 reverse shell: raw TCP socket bound to a shell process,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\seHunt-20241016.seHunt-20241016\0.0.1.vsix
datadog-malicious,siffat-ahmed.ai-autocomplete-siffat-ahmed,siffat-ahmed.ai-autocomplete-siffat-ahmed,0.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\siffat-ahmed.ai-autocomplete-siffat-ahmed\0.1.0.vsix
datadog-malicious,SmartContractAI.solaibot,SmartContractAI.solaibot,1.4.2,1,code,DataDog malicious,SUSPICIOUS,0,1,dynamic,30,BENIGN,12,SUSPICIOUS,30,4,1,0,1,0,1,0,0,,solidity.bot,Infostealer / Reconnaissance,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+30 collects host/user reconnaissance and transmits it,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\SmartContractAI.solaibot\1.4.2.vsix
datadog-malicious,SFRA-FAKA.sfra-toolkit,SFRA-FAKA.sfra-toolkit,0.0.2,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,3,0,0,0,0,3,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\SFRA-FAKA.sfra-toolkit\0.0.2.vsix
